Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
Story of My Life,Story of My Life,One Direction,10/28/2013,GBHMU1300210,"3,607",22.6,1275036167,"143,693","85,520,811",79,264658339,3696633,330028,105141667,862277477,"62,831",101,"86,998",111,44,"322,268",24,"303,993,932","275,062",,"9,015,652",,0
Black Summer,Black Summer,Red Hot Chili Peppers,2/4/2022,USWB12105880,"3,606",22.6,128264127,"34,856","14,539,064",57,57252735,907529,4321,1049186,20590526,"97,206,641",21,"184,255",100,17,"35,774",23,"7,419,824","2,929",,"1,471,206",,0
Devil You Know,Devil You Know - Single,Tyler Braden,2/2/2024,USWB12400281,"3,599",22.6,37634335,"4,046","11,535,906",21,12646991,155250,,,,"649,110,857",7,"3,216",43,3,"11,371",25,"23,487,655","1,844","265,114","108,677",,0
run for the hills,THINK LATER,Tate McRae,12/8/2023,USRC12302981,"3,604",22.6,120880428,"10,296","16,902,097",,11115978,143233,,,,"1,813,086,064",25,"6,894",307,29,"297,952",18,"13,430,776","1,931",,"147,452",,1
I Know - PR1ISVX Edit,I Know (PR1ISVX Edit),Kanii,3/24/2023,USWB12301125,"3,617",22.6,152454686,"34,461","5,057,389",65,,,,,,,4,161,,2,190,,"473,548",562,"5,229,423","159,945",,1
Wish,Wish,Diler Kharkiya,11/20/2020,INS922000422,"3,598",22.6,10848948,"1,036","186,826",45,681881643,3559389,471,58718,1327611,,,,,,,,,,,"42,722",,0
Let Me Love You,Turning Point,Mario,1/1/2004,USJAY0400348,"3,608",22.6,971172980,"146,441","57,655,350",70,996052113,5781852,158366,21655145,171491357,"559,214,970",119,"112,158",106,86,"1,476,213",31,"1,022,198,659","550,385","139,191","6,473,758",,0
Sofia,Sofia,Alvaro Soler,4/15/2016,DEUM71601055,"3,612",22.6,353525330,"59,509","9,323,605",65,1004545222,7106869,379396,17082677,151019644,"191,192,432",21,"43,791",4,16,"74,676",14,"945,763","10,078",,"6,134,790",,0
Beso (Fruta Fresca),Beso (Fruta Fresca),Wakyin,12/13/2023,USUG12310037,"3,605",22.6,26036782,"13,038","16,595,457",,4008686,45996,,,,,5,810,36,12,"520,010",8,,,"1,921,607","417,318",,0
Ya Lili,Ya Lili,Balti,11/7/2017,LBA0H1700138,"3,609",22.6,54678867,"18,538","1,506,717",46,1004615686,7493088,898905,35556332,816621236,"3,865,576",4,473,,6,"44,373",,,,,"3,070,031",,0
Those Eyes,Those Eyes,New West,5/10/2019,TCAEE1990215,"3,613",22.6,785139012,"119,530","33,481,593",73,147215663,1730949,114347,79425600,594352793,"3,600,049",23,"19,144",399,9,"28,495",13,"930,098","2,030",,"2,332,983",,0
Little Foot Big Foot (feat. Young Nudy),Atavista,Childish Gambino,5/13/2024,USRC12302587,"3,602",22.6,7362358,"1,483","4,517,785",,6647943,266158,,,,"381,728",17,375,,21,"139,488",16,"296,216",228,"85,267","42,895",,1
Expl��,Para Mi Ex,Myke Towers,12/15/2020,QMFMF2007349,"3,619",22.6,243931915,"57,909","7,781,405",62,337123245,1592106,38300,13056090,116038150,"13,620,018",24,"3,123",,3,"19,077",4,"12,008,035","2,206",,"466,416",,1
Girl On Fire,NRJ Music Awards 2013,Alicia Keys,1/1/2012,USRC11201015,"3,620",22.6,646295324,"96,138","42,759,011",71,719570982,5771711,1767171,100602291,1264756176,"233,120,548",112,"132,465",164,67,"216,702",33,"130,538,038","461,006",,"5,809,958",,0
Like I Want You,LIKE I WANT YOU,Giveon,11/21/2019,USSM11914370,"3,623",22.6,382565051,"85,310","24,209,669",69,121875542,986189,62502,17799186,123745488,"1,263,721",55,25,24,14,"71,931",1,"26,786,493","21,467","21,223,826","1,222,113",,0
"Naiyo Lagda (From ""Kisi Ka Bhai Kisi Ki Jaan"")","Naiyo Lagda (From ""Kisi Ka Bhai Kisi Ki Jaan"")",Himesh Reshammiya,2/12/2023,INZ031412468,"3,638",22.5,5828713,790,"115,824",,251302629,2884972,,,,"87,239,915",2,,,,,2,,,,"97,864",,0
Black Magic,Black Magic,Little Mix,5/21/2015,GBHMU1500046,"3,637",22.5,642037328,"56,621","20,621,933",67,1143353058,9332783,130256,33193688,290754721,"633,436,955",110,"39,176",2,25,"115,424",21,"39,284,360","53,359",,"2,332,701",,0
Budapest,Did You Hear the Rain?,George Ezra,11/3/2013,GBARL1400477,"3,646",22.5,1142061871,"140,545","43,438,732",79,265620751,1528733,13128,5175533,42711557,"16,631,579",183,"106,124",208,68,"309,720",36,"336,791,180","192,462","360,734","12,360,774",,0
Shellfish cumbia,Retumbo,H2O,3/31/2023,USA2B2308081,"3,633",22.5,,2,4,,244228052,570281,,,,,,2,,,,,,,,,,0
La G��e,La G��erita - Si,Grupo Marca Registrada,4/26/2024,BK4DA2412746,"3,645",22.5,27813921,"1,325","40,146,341",75,12969075,88088,,,,,5,5,,2,"39,467",,"104,690",293,,"103,648",,0
Mi Tesoro (feat. Nicky Jam),Motivan2,Zion & Lennox,9/30/2016,USWL11600243,"3,631",22.5,162240700,"16,013","5,249,592",54,168005056,764995,6895858,72549539,1426765550,"150,952",10,"1,586",5,13,"69,938",10,"33,136,221","7,883",,"829,090",,0
ERE,ERE,juan karlos,8/4/2023,PHUM72300128,"3,626",22.5,117290821,"8,229","6,844,366",62,79061420,533194,220671,17870184,201566991,"46,522,818",5,715,,,,,"31,098",101,,"20,508",,1
Alcohol-Free,Alcohol-Free,TWICE,6/9/2021,US5TA2100022,"3,634",22.5,224295163,"24,906","7,188,926",62,398036555,5248109,154492,122614400,811061720,"162,479,822",25,"2,581",46,1,"32,602",25,"483,553","1,561",,"339,808",,0
Bad boy,Bad boy,Marwa Loud,1/1/2018,FR7IX1800130,"3,639",22.5,228588822,"55,077","5,070,531",63,526305086,5736409,2331929,348414974,3551204518,"231,380",12,"8,461",,9,"15,135",4,"197,001","1,063",,"4,386,468",,0
Voices In My Head,Voices In My Head,Falling In Reverse,5/31/2022,USEP42231001,"3,644",22.5,122568479,"33,824","2,017,666",68,109752215,1100224,20900,2568996,33939631,"15,820,345",7,"51,518",106,3,"7,303",14,"28,094,423","9,522",,"365,803",,1
LA NENA,LA NENA - Single,Lyanno,4/11/2024,QM4TW2488674,"3,643",22.5,29683046,"4,064","52,935,650",80,7710244,112034,,,,"2,613,123",10,790,,6,"88,547",21,"770,441",82,,"71,193",,1
Better Now,beerbongs & bentleys,Post Malone,4/27/2018,USUM71805184,"3,647",22.5,1953403531,"5,013","1,630,513",46,849135355,6338986,,,,"605,280,632",54,,,,,1,,,,,,0
Hati-Hati di Jalan,Manusia,Tulus,3/3/2022,FR2X42253130,"3,627",22.5,306652166,"21,841","7,413,119",69,225136062,2113507,371413,158047875,1719389454,,17,"13,846",,,,,,,,"107,807",,0
Algo M��,Algo M��,Rauw Alejandro,6/25/2020,USSD12000187,"3,648",22.5,304134537,"57,388","9,038,307",64,345512160,1952713,327887,43897868,279992648,"4,682,360",40,860,,6,"46,735",10,"3,511,988","1,365","995,870","872,301",,0
Quicksand,Quicksand,Morray,10/30/2020,CA5KR2101974,"3,642",22.5,92536126,"39,798","3,748,995",53,290871758,2393255,17868,11967754,101473422,"22,027,642",27,"72,653",235,4,"2,505",,"77,453,676","29,684",,"1,464,482",,1
Singapur,El Androide,El Alfa,5/15/2020,USDY42003198,"3,641",22.5,200520284,"32,859","6,302,679",64,477774248,3156383,619224,144110176,1255331962,"9,497,811",6,"1,955",78,4,"17,685",8,"6,405,667","6,171",,"576,685",,0
Just Dance,The Fame,Lady Gaga,1/1/2008,USUM70807646,"3,629",22.5,1062571821,"183,102","83,157,868",74,566585521,2999671,135610,86779845,623454990,"175,213,622",166,"209,992",425,69,"1,145,161",54,"267,910,774","490,969","9,858,069","7,126,620",,0
Tom's Diner,Tom's Diner,AnnenMayKantereit,6/28/2019,DEUM71903009,"3,640",22.5,296543065,"117,924","14,177,874",68,205245834,3566571,256438,262367607,2473547695,"6,435,978",12,"6,060",148,16,"103,155",12,"1,650,972","10,222","527,470","3,560,853",,0
La Jeepeta - Remix,La Jeepeta (Remix),Nio Garcia,4/24/2020,QM6MZ2057011,"3,625",22.5,672449007,"89,441","25,654,350",64,,,1264802,76708336,770493680,,68,"13,831",24,27,"345,282",2,"48,472,013","23,470",,"1,329,269",,1
Ojos Marrones,Ojos Marrones - Single,Dos Waves,2/12/2023,GX3Q92325690,"3,632",22.5,2307,,,,268591891,1143635,,,,"373,331,912",,1,,,,,,,,"1,542",,0
Marvins Room,Marvins Room,Drake,7/22/2011,USCM51100267,"3,624",22.5,597923434,"102,247","25,718,396",68,201599895,1427945,27417,22548238,138482890,"10,451,007",81,185,16,12,"148,200",37,"514,851,526","1,225,805","2,647,672",,,1
The Motto,Take Care (Deluxe),Drake,11/15/2011,USCM51100731,"3,630",22.5,549699659,"89,323","25,996,675",68,76930754,622540,2177,1966065,13825915,"11,000,116",89,"39,594",118,21,"241,905",13,"856,303,899","1,008,460",,,,1
Hot (feat. Gunna),So Much Fun,Young Thug,8/16/2019,USAT21904711,"3,635",22.5,387820994,"84,975","16,825,587",64,292576551,2516143,108794,43178104,366572254,"30,753,691",46,6,,15,"26,150",16,"85,953,532","43,543",,"2,389,263",,1
Skibidi Toilet,Skibidi Toilet,Lil Big Stack,6/18/2023,QZMEP2360644,"3,636",22.5,8388731,"1,929","194,015",55,7936486,153016,1182000,31867349,639301182,,,,,,,,,,,"15,378",,0
moment,moment,Vierre Cloud,12/19/2019,QM42K1931856,"3,628",22.5,383570519,"111,710","19,093,657",71,25031987,409300,96178,50379871,332001686,"67,641",9,13,,4,"59,180",,"2,019,419","3,941","21,158,083","914,081",,0
Heaven Takes You Home,Paradise Again,Swedish House Mafia,4/15/2022,USUG12202132,"3,649",22.5,248202976,"55,197","31,793,054",71,59788261,351230,11712,2134589,36131031,"1,752,736,829",50,"49,346",347,35,"1,204,670",12,"6,850,903","1,019",,,,0
Far Away (2020 Remaster),All The Right Reasons (15th Anniversary Expanded Edition),Nickelback,10/2/2020,USRH12000111,"3,661",22.4,378296524,"1,941","494,700",61,,,,,,,5,,,,,7,"519,451,782","175,525",,,,0
God Damn,Ek Tha Raja,Badshah,3/18/2024,INUM72400156,"3,651",22.4,34233316,"1,547","5,202,586",70,32452229,499855,,,,"19,904,542",9,216,,2,796,13,"7,187",13,,"66,159",,0
Razzi Bolja,Razzi Bolja,Harjeet Deewana,1/17/2021,ING582100020,"3,664",22.4,14329936,"1,206","238,098",51,651601460,2438665,189,14251,249060,,,,,,,,,,,"38,084",,0
"Tested, Approved & Trusted",I Told Them...,Burna Boy,8/23/2023,USAT22307524,"3,658",22.4,42115225,"15,081","3,685,016",61,35754905,292516,171,694348,12150553,"100,107,628",50,"3,272",,6,"39,982",7,"3,480,196","1,097","1,613,457","972,640",,1
GALOPA,GALOPA,PEDRO SAMPAIO,9/16/2021,BRWMB2100721,"3,667",22.4,210287302,"26,385","7,610,967",57,312406682,1727224,352725,79097830,1043956869,"20,077,955",17,"5,343",,36,"74,508",7,"18,770",,"11,458","302,042",,0
Reckless,Reckless,Madison Beer,6/4/2021,USSM12102874,"3,670",22.4,504851489,"57,183","22,431,648",66,156937871,2288818,175947,95616150,763454337,"820,387,064",43,"24,679",,12,"84,499",16,"2,913,831","6,029",,"845,428",,0
Paint The Town Red,Paint The Town Red,Doja Cat,8/3/2023,USRC12301713,"3,678",22.4,1065399331,"3,719","1,828,974",52,,,,,,,51,377,,2,"7,982",,,,,,,0
BEST ON EARTH (feat. BIA) - Bonus,BEST ON EARTH (feat. BIA),Russ,10/18/2019,USSM11913145,"3,665",22.4,236121136,"50,891","7,553,724",60,66409032,793546,40154,5254332,44773047,"1,075,576",34,"85,329",,15,"11,093",6,"202,270,853","64,899","17,011,139","2,596,463",,1
Drunk (And I Don't Wanna Go Home),Drunk (And I Don't Wanna Go Home),Elle King,2/26/2021,USRC12100003,"3,676",22.4,198817832,"29,696","13,496,258",61,72494045,589638,28163,5259924,88185708,"240,248,194",53,"207,532",97,4,991,42,"124,606,059","33,325",,"1,594,014",,0
Overdrive,Overdrive,Post Malone,7/14/2023,USUM72306020,"3,669",22.4,130236751,"27,992","6,772,366",63,9721972,104453,21289,4910687,52127762,,17,"7,742",3,15,"366,175",8,"3,091,452","1,386",,"229,064",,0
Cuando Nadie Ve,Cuando Nadie Ve,Morat,6/8/2018,ES5701800456,"3,673",22.4,621596476,"41,914","21,124,626",72,761391767,3404496,127773,13275748,84607917,"210,012,869",23,"17,161",,36,"1,908,898",15,"1,240,330","1,797",,"1,406,798",,0
Freak (feat. REI AMI),Thrill Seeker,Sub Urban,3/13/2020,USWB12000170,"3,652",22.4,193103080,"47,712","8,225,689",62,282087862,4970570,1349437,175447722,1526797371,"15,573,122",5,"2,357",,2,"5,607",,"31,549,388","29,235",,"1,359,388",,0
Sugar Rush Ride,The Name Chapter: TEMPTATION,TOMORROW X TOGETHER,1/27/2023,USA2P2243432,"3,672",22.4,178523233,"14,560","6,470,472",67,140763661,2394273,144009,133503343,697618053,"53,703,779",11,"1,785",23,5,"36,012",36,"905,604",967,,"370,282",,0
Me Escap�,Me Escap�,DobleP,9/7/2023,QZNJZ2368122,"3,654",22.4,36559856,"7,332","6,306,859",,44786762,189253,426900,63088852,722844173,,,214,,3,"3,117",6,,,,"81,058",,1
Sakhiyaan,Sakhiyaan,Maninder Buttar,10/21/2018,FR96X1865569,"3,668",22.4,177496669,"14,789","2,384,549",65,776438148,6800185,1109656,28941338,339486868,"31,425,935",4,113,,,,8,220,,,"433,239",,0
Without You (feat. Sandro Cavazza),AV��CI ,Avicii,8/10/2017,SE5R71700101,"3,662",22.4,1074175360,"135,290","29,277,394",73,293084186,2973334,180391,19770288,229614343,"24,725,817",82,"43,106",119,46,"259,328",7,"21,846,254","11,253",,"5,939,460",,1
Aynen,Hermano,Heijan,4/28/2023,QZMZ92307983,"3,663",22.4,66701855,"12,381","2,302,824",57,132663199,408097,59853,1885010,52142540,"289,637,676",7,"2,069",,,,,,,,"241,463",,0
IDGAF,Dua Lipa (Deluxe),Dua Lipa,6/2/2017,GBAHT1600301,"3,675",22.4,1583012380,"108,894","36,019,109",71,223607979,2045247,737796,18251968,135618240,"21,900",129,277,56,190,"438,831",25,"111,497,932","51,095",,"6,705,604",,1
Maniac,Maniac,Conan Gray,10/25/2019,USUM71920712,"3,653",22.4,845222205,"109,624","33,327,204",71,108306968,2342473,196948,49175319,316355255,"21,240,769",58,"30,836",125,17,"25,809",8,"22,570,411","35,458",,"1,531,126",,0
Love Me Harder,So Fresh ��� The Hits Of Summer 2015 + Best O,Ariana Grande,1/1/2014,USUM71409728,"3,655",22.4,917284463,"80,957","31,639,571",73,930161541,5513057,18522,2323429,18428812,"504,598,711",84,"18,813",12,55,"778,510",19,"308,184,099","116,610",,"5,880,498",,0
Si Supieras,Si Supieras,Daddy Yankee,6/28/2019,US2BU1900761,"3,677",22.4,306404848,"33,666","10,575,144",63,605370523,2987290,410825,4557282,56631793,"131,730,572",47,"4,874",8,14,"108,812",14,"33,439,792","6,173",,"1,301,119",,0
Love Someone,Love Someone,Lukas Graham,9/7/2018,USWB11801903,"3,674",22.4,753200066,"76,430","26,556,274",63,277222671,1404539,260432,16265262,192443386,"7,782,057",51,"111,900",,38,"48,577",11,"105,848,112","37,101","6,420,870",,,0
Dance Alone,Dance Alone,Sia,2/7/2024,USAT22400525,"3,660",22.4,25180079,"3,020","15,579,341",3,4405480,64658,,,,"2,050,084,502",46,"40,258",79,32,"6,943,957",45,"847,587",68,,"206,471",,0
Suano,Suano - Single,NTG,3/24/2024,TCAIA2470789,"3,656",22.4,15333864,"1,439","35,368,637",71,11215883,86574,121600,,,"3,407,832",6,190,,5,"555,882",1,,,,"122,965",,1
Heart On Ice,Heart On Ice,Rod Wave,5/31/2019,USUYG1257043,"3,659",22.4,320136804,"70,340","8,592,699",62,300606606,2725053,274439,65635809,415394142,"38,241,072",24,"14,504",177,2,"8,128",5,"105,823,212","111,036",,"1,552,968",,1
POP/STARS,POP/STARS,K/DA,11/3/2018,NLRD51859885,"3,650",22.4,352999804,"49,066","6,820,467",64,688305700,7491512,2636,3122902,22307459,"105,803,850",16,"2,110",,10,"27,275",26,"4,297,676","8,057","7,430,414","768,827",,0
Ring (feat. Kehlani),Invasion of Privacy,Cardi B,4/6/2018,USAT21801432,"3,671",22.4,242105356,"25,649","5,257,047",59,327705174,2907887,129582,5433488,38979215,"25,155,712",21,"48,967",40,7,"36,419",15,"198,379,303","91,142","34,076,078","1,550,411",,1
Potion (with Dua Lipa & Young Thug),Potion (with Dua Lipa & Young Thug),Calvin Harris,5/27/2022,GBARL2201128,"3,657",22.4,221965013,"38,872","27,661,038",60,51083768,550181,569,256156,4096148,"3,165,598,002",58,"113,411",345,62,"1,596,584",45,"2,098,569","1,119",,"1,046,181",,1
P��gina De Ex - Ao Vivo N,Mari No Barzinho (Ao Vivo No RJ),Mari Fernandez,4/26/2024,BCZT72400033,"3,666",22.4,13842105,920,"16,028,156",71,18663230,85838,,,,"17,057,535",4,2,,11,"805,419",9,231,,,"10,827",,0
"Young, Wild & Free (feat. Bruno Mars)","Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,10/11/2011,USAT21102232,"3,679",22.4,1431126152,"247,483","44,736,824",70,850533301,6782649,201008,24881938,222945510,"157,062,927",95,"10,266",,69,"289,282",36,,,,"142,030",,1
NEW MAGIC WAND,IGOR,"Tyler, The Creator",5/17/2019,USQX91901115,"3,703",22.3,617991511,"145,653","18,875,661",74,100752374,1194201,98442,100573264,661984472,"6,476",16,194,,8,"73,030",4,"2,686,472","12,461",,"1,512,216",,1
Taaron Ke Shehar,Taaron Ke Shehar,Neha Kakkar,9/20/2020,INS182006274,"3,686",22.3,95962246,"7,017","3,232,549",58,663681127,5839475,,,,"231,939,795",2,25,,,,5,,,,"198,978",,0
Monster,Monster,LUM!X,4/19/2019,ITV951900009,"3,704",22.3,324575469,"84,886","16,138,519",66,84490948,834256,2636838,355125016,4875609910,,25,16,3,27,"599,230",13,"2,081,700","3,093",,"3,588,080",,0
"SI SI SI SI (feat. Eladio Carrion, Bryant Myers, Dei V)",The Academy: Segunda Misi�,The Academy: Segunda Misi�,3/28/2024,USWL12400691,"3,684",22.3,35185414,"3,730","5,697,401",68,14926797,144331,,,,"6,920,836",21,422,,3,"21,209",,"227,701",109,,"143,569",,1
River (feat. Ed Sheeran),Revival,Eminem,12/15/2017,USUM71712944,"3,691",22.3,830410811,"95,470","18,564,708",67,288374900,2645448,91490,5687706,33671145,"1,257,293",49,105,,24,"54,375",31,"179,115,959","125,908",,"4,748,281",,1
Churchill Downs (feat. Drake),Come Home The Kids Miss You,Jack Harlow,5/6/2022,USAT22203487,"3,690",22.3,153857576,"59,992","11,239,045",61,77159004,877109,11005,8710165,72804876,"433,000,162",11,"1,803",156,,,1,"8,753,538","3,263",,"577,230",,1
Wide Awake,538 Hitzone 63,Katy Perry,1/1/2012,USCA21200932,"3,681",22.3,447997798,"47,976","35,749,050",73,1129883893,5231385,53680,9846261,63097743,"248,321,862",29,"29,375",115,14,"144,663",22,"486,860,037","304,919",,"4,506,047",,0
Eyvah Neye Yarar,Kar������,Semicenk,12/15/2023,DGA0Q2317098,"3,698",22.3,27235294,"2,618","767,611",,74511800,233751,,,,"329,897,277",2,95,,1,"1,566,667",,,,,"121,649",,0
Lush Life,Lush Life,Zara Larsson,6/5/2015,SEWEE1500509,"3,687",22.3,1429205245,"151,855","83,732,411",78,156015402,1540316,1213204,40191496,323351717,"4,243",200,"74,545",1,126,"2,293,474",34,"61,716,921","50,211",,"9,877,808",,0
Kitty,Kitty,Kenia OS,4/23/2024,MXF012400293,"3,680",22.3,23061213,703,"18,729,564",77,18869254,360829,,,,"14,758,237",11,172,,18,"214,885",14,"11,507",21,,"37,878",,1
"O Bedardeya (From ""Tu Jhoothi Main Makkaar"")","O Bedardeya (From ""Tu Jhoothi Main Makkaar"")",Pritam,3/4/2023,INS182300550,"3,693",22.3,184580310,"10,142","5,412,622",64,169388630,2189048,,,,"158,580,812",9,257,,,,12,,,,"203,774",,0
Wildberry Lillet,Wildberry Lillet,Nina Chuba,8/12/2022,DEE862201008,"3,694",22.3,161145820,"46,697","7,654,058",58,62678908,513962,121215,34317249,409238375,"125,368,581",25,"20,804",,10,"582,833",9,,,,"647,249",,0
Amapiano,Amapiano,Asake,5/23/2023,USUYG1489119,"3,701",22.3,68990989,"21,556","4,941,800",63,29014150,237930,309111,16832048,240070262,"32,844,745",53,"5,137",79,5,"101,774",26,"230,682",624,,"721,377",,1
Hola Se��o,Ceinture noire (Transcendance),GIMS,4/25/2019,FR8FB1901430,"3,695",22.3,208249257,"42,423","5,969,962",58,639243342,3905330,146449,5679661,111981041,"254,002,569",78,"15,911",,19,"684,768",8,,,"126,720","3,459,196",,0
M.A (Mejores Amigos),M.A (Mejores Amigos) - Single,BM,9/20/2022,QZTVM2225505,"3,697",22.3,179475517,"26,160","3,816,329",2,162785261,622557,95000,2496551,32565249,,2,"1,742",,4,"139,218",,,,,"401,773",,1
Take A Bite,Take A Bite,beabadoobee,5/9/2024,GBK3W2402961,"3,700",22.3,18634348,"2,529","28,016,380",78,1314449,68494,,,,"110,446,147",35,"2,559",8,15,"156,944",83,"77,485",63,,"31,394",,0
Dream Girl - Remix,Dream Girl (Remix),Ir Sais,12/6/2019,USSD11900381,"3,699",22.3,289196126,"56,563","16,313,578",64,403607329,2363349,506354,90776240,758684528,"9,314,119",72,"3,280",64,10,"281,695",14,"37,415,282","5,841",,"1,102,746",,1
Me Enamor�,Me Enamor�,Shakira,1/1/2017,USSD11700088,"3,685",22.3,388986035,"32,035","11,367,243",61,1029205329,5258522,159489,11668787,138694370,"244,223,847",52,"17,126",33,41,"299,770",32,"65,068,313","26,099",,"3,095,680",,0
Geri D��nem,Geri D��nem,Semicenk,5/5/2023,FRX452325278,"3,702",22.3,111150894,"11,465","6,557,932",67,130717641,376889,39900,852150,31451449,"7,986,595",7,,,1,"1,089",,,,,"208,321",,0
Gimmie A Light,Gimmie A Light,Ice Spice,5/10/2024,USUG12400205,"3,692",22.3,8734499,"1,005","21,736,311",,4823719,124556,,,,"67,008,965",22,"3,397",415,13,"453,247",59,"413,454",206,"287,439","39,843",,1
on the street (with J. Cole),on the street (with J. Cole),j-hope,3/3/2023,USA2P2251898,"3,689",22.3,183683364,"21,804","15,669,021",63,67664152,3768577,259000,146676533,803916984,"124,507,195",15,"7,442",12,1,207,16,"1,256,163",322,,"317,811",,1
LOST FOREVER,UTOPIA,Travis Scott,7/28/2023,USSM12305017,"3,683",22.3,66878719,"33,290","3,109,142",62,2866171,33960,661,684129,4277522,,5,30,128,1,,3,"168,014",163,,"149,968",,1
Bad and Boujee (feat. Lil Uzi Vert),Bad and Boujee (feat. Lil Uzi Vert) [Radio Version],Migos,10/28/2016,QMCE31700918,"3,688",22.3,936450891,"1,317","319,309",40,1274494178,7719750,146,13465,223131,"173,565,611",27,210,,,,1,,"22,257",,"521,405",,0
What Ifs (feat. Lauren Alaina),Kane Brown,Kane Brown,12/2/2016,USRN11600859,"3,696",22.3,516523975,"45,773","14,539,681",67,407784529,2047661,82745,1643842,10506569,"471,650,737",39,"132,684",56,3,"4,887",18,"366,815,231","184,212","1,264,787","1,925,032",,0
I Got Love,I Got Love,MiyaGi,5/15/2018,QZ22B1946607,"3,682",22.3,136456221,235,"30,808",,1075000461,4674383,,,,"757,403",,,,,,,,,,,,0
SET ME FREE,READY TO BE,TWICE,3/10/2023,US5TA2300005,"3,705",22.3,117186345,"11,752","4,854,730",62,137633324,2497620,133155,89151707,580855649,"84,559,361",11,"1,361",33,3,"52,357",1,"575,708",519,"626,127","191,507",,0
Say Something,Say Something,A Great Big World,11/4/2013,USSM11306713,"3,714",22.2,1064534331,"116,991","57,390,894",65,113298251,1108651,79873,38617874,339277915,"2,455,495",102,943,120,71,"421,702",22,"653,380,699","354,730",,"12,937,536",,0
Cake By The Ocean - Cover,TIK & TOK DANCE MIX,MUSIC LAB JPN,5/12/2023,TCJPV2340443,"3,707",22.2,1617307191,,,,,,,,,,,,,,,,,,,,,1
Por Dentro,Por Dentro,Rels B,11/23/2023,UYB282376016,"3,709",22.2,105759424,"7,383","10,819,131",,52609155,629604,,,,"276,735,397",10,"1,812",44,21,"12,178,185",14,"114,291",,,"114,185",,1
You Belong With Me,Fearless,Taylor Swift,1/1/2008,USCJY0803328,"3,720",22.2,643828366,"87,942","27,210,610",66,1600713698,10233607,165346,72201064,428418832,"1,485,964,733",45,"41,273",244,19,"138,459",25,"314,460,730","556,940",,"3,063,470",,0
"Sex, Drugs, Etc.",Chit Chat,Beach Weather,11/4/2016,TCACS1642138,"3,731",22.2,818926915,"160,628","48,988,304",77,85879643,1119551,124365,62671433,478999463,"145,296",37,"127,903",278,36,"344,006",40,"4,397,971","6,056","9,460,095","3,388,780",,0
Tchuco Nela,Tchuco Nela,MC Rogerinho,4/8/2022,BCN5Z2200003,"3,727",22.2,154127881,"14,889","8,354,745",72,233659337,1167552,585700,74359518,1245591509,"499,045,923",5,216,,26,"213,644",8,,,,"136,448",,1
Californication,Californication (Deluxe Version),Red Hot Chili Peppers,6/8/1999,USWB19900690,"3,730",22.2,1405353677,"276,377","115,315,508",79,1518596886,7781636,52722,16291854,226008149,"595,631,730",2,"49,257",79,268,"1,064,069",30,"582,410,010","217,517","9,809,319",,,0
La Mordidita,A Quien Quiera Escuchar (Deluxe Edition),Ricky Martin,2/10/2015,USSD11400352,"3,706",22.2,301574752,"35,991","11,957,152",61,1379939508,3240310,260012,30274438,236524309,"153,887,121",45,"5,578",30,22,"49,244",36,"26,411,787","28,118",,"3,635,979",,0
Drowning (feat. Kodak Black),Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,3/10/2017,USAT21700435,"3,722",22.2,921936314,"40,536","3,970,533",56,495192316,3867402,,,,"13,067,096",71,,,5,"3,333",1,"264,188,035","260,091",,"2,690,190",,1
One in a Million,One in a Million,Bebe Rexha,8/4/2023,USWB12303800,"3,734",22.2,109868838,"17,147","65,679,098",70,6256696,55646,2428,385969,7034216,,48,"52,099",5,42,"866,250",36,"3,490,056",227,,"408,957",,0
Playing Games,Playing Games,Summer Walker,8/23/2019,USUM71917221,"3,737",22.2,177369022,"26,786","5,711,358",58,200783046,1614839,76025,12315439,75387907,"85,920,589",35,"100,358",472,8,"558,639",29,"26,303,941","44,361","35,561,645","1,548,061",,1
Often,Ultimate R&B 2014,The Weeknd,1/1/2014,USUG11401323,"3,728",22.2,982399328,"142,822","40,628,124",73,578225770,3493215,60212,29558322,191313816,"156,782,991",47,"1,312",38,26,"235,234",1,"322,074,779","197,934",,"2,317,956",,1
Balan��o da ,Balan��o da ,Matheus Fernandes,2/24/2022,BCDE52200008,"3,719",22.2,237867475,"19,268","14,221,320",61,302341579,1218262,,,,"745,025,834",27,"5,145",,24,"378,419",10,,,,"151,448",,0
Better Things,Better Things - Single,aespa,8/18/2023,KRA302300242,"3,738",22.2,72446983,"7,731","5,625,254",60,100786648,982757,29345,39545448,325517526,"7,512,353",20,"1,825",3,5,"86,890",20,"202,223",132,,"106,424",,0
CCC - Remix,CCC (Remix) - Single,Michelle Maciel,9/1/2023,UYB282379019,"3,715",22.2,127818826,"8,847","5,073,881",,79764064,303155,,,,"2,518,170",5,,,7,"629,291",3,"5,634,765","1,101",,"229,633",,0
