id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,valid_coords,price_per_night,days_since_last_review,has_recent_review,host_experience_level,high_availability,review_month,review_year,business_friendly,license_status,area
31724787,View of Pyramid on Telegraph Hill,1588855,Arbe,,North Beach,37.79812,-122.40595,Entire home,135.0,30,3,2022-10-22,0.05,2,365,0,,True,4.5,872.0,False,Casual Host,True,10.0,2022.0,False,Unknown,Central
31738781,2000+ sq.ft Beautiful Home by the Beach! 4BR/2BA,4582677,Felix,,Parkside,37.73675,-122.49506,Entire home,185.0,30,8,2024-08-11,0.19,3,365,2,,True,6.166666666666667,213.0,False,Casual Host,True,8.0,2024.0,False,Unknown,Western
31759412,Classic Parkside District House Near Beaches,223365296,Tony,,Parkside,37.739280756453006,-122.47920183337186,Entire home,172.0,3,233,2024-11-11,3.33,1,153,31,STR-0003644,True,57.333333333333336,121.0,False,New Host,False,11.0,2024.0,True,Licensed,Western
31797168,SF New Refurbished Modern Home,87842252,Will,,Noe Valley,37.74601,-122.43985,Entire home,142.0,3,19,2024-11-25,0.31,1,36,17,2023-005739STR,True,47.333333333333336,107.0,False,New Host,False,11.0,2024.0,True,Unknown,Other
31798083,SF Home w/ SPECTACULAR VIEW- Minutes to downtown!,10267172,Cédric & Jun,,Excelsior,37.72371,-122.40538,Entire home,187.0,2,57,2023-10-02,0.83,4,32,0,STR-0003030,True,93.5,527.0,False,Casual Host,False,10.0,2023.0,True,Licensed,Southern
31803551,Modern comfort: Home Theater Edition,1766073,Svetha,,Castro/Upper Market,37.76018,-122.44091,Entire home,431.0,30,77,2022-08-14,1.08,1,193,0,1096151,True,14.366666666666667,941.0,False,New Host,False,8.0,2022.0,False,Unknown,Other
31827469,Residential hotel near Union Square SF room#6,115849,Hiromi,,Downtown/Civic Center,37.78764,-122.41198,Private room,68.0,30,7,2022-09-28,0.11,12,180,0,License not needed per OSTR,True,2.2666666666666666,896.0,False,Experienced Host,False,9.0,2022.0,False,Unknown,Central
31855825,VIEW PROPERTY -TOP OF NOB HILL-30 Night Min,40148,Patricia,,Nob Hill,37.79417,-122.41578,Entire home,170.0,30,0,,0.0,4,365,0,,True,5.666666666666667,,False,Casual Host,True,,,False,Unknown,Central
31924784,Modern one-bedroom in cultural center of the city.,262069405,Scott,,Downtown/Civic Center,37.78101,-122.42159,Entire home,115.0,60,4,2024-07-01,0.12,1,337,1,,True,1.9166666666666667,254.0,False,New Host,True,7.0,2024.0,False,Unknown,Central
31932467,Elegant Victorian Flat in Lower Haight,57820905,Gabrielle,,Western Addition,37.77277,-122.43389,Entire home,750.0,4,109,2024-11-30,1.55,1,58,14,STR-0004294,True,187.5,102.0,False,New Host,False,11.0,2024.0,True,Licensed,Northern
31985315,Haight Street Annex,13471395,Joshua,,Haight Ashbury,37.77022,-122.44869,Entire home,130.0,30,13,2024-08-23,0.22,4,170,4,,True,4.333333333333333,201.0,False,Casual Host,False,8.0,2024.0,False,Unknown,Other
32017859,Charming and Modern Richmond Charmer,91333416,Jan,,Inner Richmond,37.7756496,-122.4701316,Entire home,125.0,30,4,2023-01-11,0.06,23,182,0,,True,4.166666666666667,791.0,False,Professional Host,False,1.0,2023.0,False,Unknown,Other
32024518,Chic Serene Oasis Home when away from home,239020025,Lynn,,Mission,37.75228,-122.40473,Private room,60.0,30,63,2024-10-19,0.89,2,165,5,STR-0003547,True,2.0,144.0,False,Casual Host,False,10.0,2024.0,False,Licensed,Eastern
32042801,SF HAVEN,240237089,Walter & Barbara,,Ocean View,37.71628,-122.46771,Entire home,155.0,30,14,2024-10-15,0.23,1,179,3,,True,5.166666666666667,148.0,False,New Host,False,10.0,2024.0,False,Unknown,Other
32047121,Orange Dog Garden 1 Bedroom,91333416,Jan,,Inner Sunset,37.7634103,-122.4530706,Entire home,120.0,30,1,2019-06-15,0.01,23,365,0,,True,4.0,2097.0,False,Professional Host,True,6.0,2019.0,False,Unknown,Other
32048914,Private Bed/Bath next to John Mclaren Park #2,236853515,Tammy,,Excelsior,37.72463,-122.41561,Private room,62.0,1,247,2024-11-08,3.49,4,179,48,STR-0005913,True,62.0,124.0,False,Casual Host,False,11.0,2024.0,True,Licensed,Southern
32049077,Private bedroom next to John Mclaren Park #4,236853515,Tammy,,Excelsior,37.72335,-122.41743,Private room,57.0,1,182,2024-10-19,2.57,4,101,33,2022-003515STR,True,57.0,144.0,False,Casual Host,False,10.0,2024.0,True,Unknown,Southern
32050026,VillaNobHill,88810,Barbara,,Nob Hill,37.79243,-122.41593,Entire home,150.0,30,0,,0.0,1,364,0,,True,5.0,,False,New Host,True,,,False,Unknown,Central
32072704,Park Place North | Inner Richmond,179161726,Barbara,,Inner Richmond,37.77682,-122.4712,Entire home,143.0,3,217,2024-11-11,3.06,1,90,32,STR-0003741,True,47.666666666666664,121.0,False,New Host,False,11.0,2024.0,True,Licensed,Other
32088425,Private 1 Bd Guest Suite near John Mclaren Park #1,236853515,Tammy,,Excelsior,37.72358,-122.4176,Entire home,109.0,1,195,2024-11-03,2.76,4,179,45,STR-0005913,True,109.0,129.0,False,Casual Host,False,11.0,2024.0,True,Licensed,Southern
32113366,"Great Place, Convenient Location, Sleep 4",240915570,Boris,,Parkside,37.74296,-122.4774,Entire home,199.0,1,161,2024-11-30,2.37,1,332,14,STR-0003756,True,199.0,102.0,False,New Host,True,11.0,2024.0,True,Licensed,Western
32135550,Urban Chic in Lower Pacific Heights,241073168,Lowrie,,Western Addition,37.78708,-122.43018,Entire home,275.0,2,198,2024-11-11,2.84,3,163,26,STR-0004088,True,137.5,121.0,False,Casual Host,False,11.0,2024.0,True,Licensed,Northern
32191720,Suite A - Azure Anticipation,201430482,Michelle,,Excelsior,37.725636,-122.40976,Private room,89.0,1,128,2024-09-30,1.82,3,365,11,STR-0003484,True,89.0,163.0,False,Casual Host,True,9.0,2024.0,True,Licensed,Southern
32192128,Suite B - Boastful Back Room,201430482,Michelle,,Excelsior,37.725636,-122.40976,Private room,109.0,1,81,2024-09-30,1.17,3,353,4,STR-0003484,True,109.0,163.0,False,Casual Host,True,9.0,2024.0,True,Licensed,Southern
32192300,"Suite C - Cyan, Cerulean, or Mint?",201430482,Michelle,,Excelsior,37.725613,-122.409721,Private room,89.0,1,157,2024-09-30,2.22,3,365,12,STR-0003484,True,89.0,163.0,False,Casual Host,True,9.0,2024.0,True,Licensed,Southern
32216182,Private Garden Studio in Bernal Heights- San Fran,241739739,Hareg,,Bernal Heights,37.73383,-122.4157,Entire home,120.0,1,194,2024-11-16,2.75,1,324,31,City Registration Pending,True,120.0,116.0,False,New Host,True,11.0,2024.0,True,Pending,Southern
32224581,Furnished In-Law Rm Near GGPark w/ Ocean View,5977346,Melissa,,Outer Sunset,37.75645,-122.47973,Private room,68.0,30,0,,0.0,8,89,0,STR-0002884,True,2.2666666666666666,,False,Experienced Host,False,,,False,Licensed,Western
32291443,Studio w/ Private Entry + Garden in Bernal Heights,1486423,Kadir,,Bernal Heights,37.73505,-122.42228,Entire home,118.0,2,232,2024-11-18,3.33,1,27,37,STR-0003752,True,59.0,114.0,False,New Host,False,11.0,2024.0,True,Licensed,Southern
32293596,"2 En Suite Baths, Deck, Central, Book Now & Save!",7630810,Michael,,Mission,37.77045,-122.42374,Entire home,419.0,2,39,2024-09-27,0.61,3,8,11,STR-0005215,True,209.5,166.0,False,Casual Host,False,9.0,2024.0,True,Licensed,Eastern
32338483,Centrally Located-Chic 2 bdrm Victorian w/ Office,202536938,Kaleen,,Western Addition,37.77614,-122.42852,Entire home,132.0,30,15,2024-08-17,0.22,4,207,5,,True,4.4,207.0,False,Casual Host,True,8.0,2024.0,False,Unknown,Northern
32344480,生活便利安静的房间,242851604,Angie,,Haight Ashbury,37.77297,-122.43812,Private room,175.0,30,0,,0.0,2,269,0,,True,5.833333333333333,,False,Casual Host,True,,,False,Unknown,Other
32355301,"Blueground | S. Beach, pools & spa nr SF bay",107434423,Blueground,,South of Market,37.785411,-122.389603,Entire home,126.0,31,1,2022-03-08,0.03,175,271,0,,True,4.064516129032258,1100.0,False,Professional Host,True,3.0,2022.0,False,Unknown,Eastern
32355422,"Blueground | S. Beach, 3 pools, spa",107434423,Blueground,,South of Market,37.78399,-122.389842,Entire home,127.0,31,1,2022-02-12,0.03,175,271,0,,True,4.096774193548387,1124.0,False,Professional Host,True,2.0,2022.0,False,Unknown,Eastern
32355456,"Blueground | S. Beach, 3 pools, spa",107434423,Blueground,,South of Market,37.784828,-122.389926,Entire home,127.0,31,1,2019-06-09,0.01,175,283,0,,True,4.096774193548387,2103.0,False,Professional Host,True,6.0,2019.0,False,Unknown,Eastern
32389762,KT Home with Garage Parking,22685677,Kaiye And Joyce,,Outer Sunset,37.74878,-122.50101,Entire home,121.0,1,802,2024-12-03,11.43,1,152,131,STR-0003569,True,121.0,99.0,False,New Host,False,12.0,2024.0,True,Licensed,Western
32404157,Condo in Nob Hill/ view of the Golden Gate Bridge,81165421,Clinton,,Nob Hill,37.79498,-122.4153,Entire home,366.0,2,33,2024-11-20,0.48,1,90,5,STR-0004420,True,183.0,112.0,False,New Host,False,11.0,2024.0,True,Licensed,Central
32441372,The Nook! Charming Room in Gorgeous Home w Parking,2146719,Nikki,,Bayview,37.71859,-122.39424,Private room,46.0,30,19,2024-06-01,0.28,8,201,2,City Registration Pending,True,1.5333333333333334,284.0,False,Experienced Host,True,6.0,2024.0,False,Pending,Eastern
32445292,(927 #3) private bedroom + shared bathroom,46519368,Kenny,,Chinatown,37.79695,-122.40941,Private room,63.0,365,5,2021-12-08,0.1,8,365,0,,True,0.1726027397260274,1190.0,False,Experienced Host,True,12.0,2021.0,False,Unknown,Other
32445598,(929 #B) private bedroom + private bathroom,46519368,Kenny,,Nob Hill,37.79602,-122.41137,Private room,69.0,365,7,2022-03-01,0.11,8,365,0,,True,0.18904109589041096,1107.0,False,Experienced Host,True,3.0,2022.0,False,Unknown,Central
32478529,"Donatello Hotel,",52178915,Jim,,Downtown/Civic Center,37.7888,-122.40963,Entire home,220.0,2,59,2024-10-16,0.85,51,3,5,Exempt,True,110.0,147.0,False,Professional Host,False,10.0,2024.0,True,Unknown,Central
32496599,Luxury garden suite at Ocean Beach and Golden Gate,174876683,Hank,,Outer Richmond,37.77868,-122.50899,Entire home,189.0,2,282,2024-11-22,4.06,1,69,55,STR-0005585,True,94.5,110.0,False,New Host,False,11.0,2024.0,True,Licensed,Western
32501596,Donatello Hotel*_,52178915,Jim,,Downtown/Civic Center,37.78873,-122.40985,Entire home,220.0,2,46,2024-10-17,0.68,51,5,7,Exempt,True,110.0,146.0,False,Professional Host,False,10.0,2024.0,True,Unknown,Central
32531823,Top floor 2 bedroom 1 bathroom apartment,23911462,Batyr,,Outer Richmond,37.78241,-122.48328,Entire home,225.0,360,6,2022-09-10,0.14,1,363,0,,True,0.625,914.0,False,New Host,True,9.0,2022.0,False,Unknown,Western
32570904,WONDERFUL LOCATION IN UNION SQUARE-THE DONATELLO,64646820,Michelle,,Downtown/Civic Center,37.78876,-122.41091,Private room,199.0,1,2,2019-03-30,0.03,36,3,0,License not needed per OSTR,True,199.0,2174.0,False,Professional Host,False,3.0,2019.0,True,Unknown,Central
32598214,"Pristine 2BR Suite, 5 Mins to Muni in West Portal",3286545,Kate,,West of Twin Peaks,37.74067,-122.46516,Entire home,225.0,2,4,2024-08-18,0.06,2,79,2,2023-005460STR,True,112.5,206.0,False,Casual Host,False,8.0,2024.0,True,Unknown,Other
32643853,Newly Remodeled Loft In Lower Nob Hill,198038138,Red Awning,,Downtown/Civic Center,37.787827,-122.420708,Entire home,504.0,1,3,2023-03-23,0.07,1,318,0,STR-0001508,True,504.0,720.0,False,New Host,True,3.0,2023.0,True,Licensed,Central
32717018,Fisherman's Wharf location w/Kitchen & sleeps 4,64646820,Michelle,,Russian Hill,37.80571,-122.42017,Entire home,189.0,2,14,2021-07-01,0.2,36,22,0,License not needed per OSTR,True,94.5,1350.0,False,Professional Host,False,7.0,2021.0,True,Unknown,Central
32724526,Private entrance and bath ideal for solo or couple,21567505,Jody,,Glen Park,37.739501953125,-122.42790222167967,Entire home,90.0,2,345,2024-11-25,4.94,1,276,57,STR-0003972,True,45.0,107.0,False,New Host,True,11.0,2024.0,True,Licensed,Other
32725950,New renovated 1 BR steps to UCSF with deck & views,541068,Susheela,,Inner Sunset,37.76229,-122.45955,Private room,195.0,3,202,2024-11-12,2.9,1,226,25,STR-0004306,True,65.0,120.0,False,New Host,True,11.0,2024.0,True,Licensed,Other
32740903,Modern Minimalism with a View,669175,Michael,,Bernal Heights,37.74524,-122.40939,Entire home,450.0,3,44,2024-09-30,0.63,1,255,7,STR-0004284,True,150.0,163.0,False,New Host,True,9.0,2024.0,True,Licensed,Southern
32746725,Bliss on the Bay with Private Deck Area,1984693,Jackie,,Outer Richmond,37.77853,-122.50835,Entire home,153.0,4,212,2024-11-30,3.27,1,198,46,STR-0004940,True,38.25,102.0,False,New Host,False,11.0,2024.0,True,Licensed,Western
32766699,"Luxury upper flat Marina, 1 block from Bay",28996560,Otto,,Marina,37.80377,-122.44342,Entire home,283.0,30,3,2022-05-31,0.05,3,185,0,,True,9.433333333333334,1016.0,False,Casual Host,False,5.0,2022.0,False,Unknown,Northern
32770430,Bright Spacious 2 Bedroom Parkside Free Parking,81513590,Nejdeh,,Parkside,37.74266,-122.47925,Entire home,198.0,30,47,2024-10-30,0.67,1,67,3,City registration pending,True,6.6,133.0,False,New Host,False,10.0,2024.0,False,Pending,Western
32783075,Newly Furnished apt in  a quiet neighborhood,10577964,John,,Outer Mission,37.73135757446289,-122.44217681884766,Entire home,104.0,30,8,2024-11-18,0.12,1,281,3,,True,3.466666666666667,114.0,False,New Host,True,11.0,2024.0,False,Unknown,Southern
32791663,Big SF views in Bernal/Mission,26500,Jeanette,,Bernal Heights,37.74627,-122.41726,Entire home,275.0,2,3,2024-11-03,1.2,1,324,3,2024-006618STR,True,137.5,129.0,False,New Host,True,11.0,2024.0,True,Unknown,Southern
32795849,Long term stay - Room in a cozy home,44800516,Alejandro (Alex),,Crocker Amazon,37.70893592868509,-122.43690543105822,Private room,37.0,30,14,2024-11-01,0.21,2,151,2,,True,1.2333333333333334,131.0,False,Casual Host,False,11.0,2024.0,False,Unknown,Southern
32813435,"311C Private Room in Super Convenient Area, Room C",127638239,Ching Ho,,Inner Richmond,37.78354,-122.4621,Private room,49.0,1,336,2024-12-02,4.8,5,144,57,2024-001676STR,True,49.0,100.0,False,Casual Host,False,12.0,2024.0,True,Unknown,Other
32823963,Located in Fisherman's Wharf-sleeps 6,64646820,Michelle,,Russian Hill,37.80628,-122.42078,Entire home,189.0,3,8,2024-01-11,0.12,36,12,2,License not needed per OSTR,True,63.0,426.0,False,Professional Host,False,1.0,2024.0,True,Unknown,Central
32824201,Spacious Hilltop Suite + Ocean View,9176247,Yegor,,Ocean View,37.71526,-122.46668,Entire home,74.0,2,372,2024-11-15,5.33,1,162,36,STR-0003822,True,37.0,117.0,False,New Host,False,11.0,2024.0,True,Licensed,Other
32867573,Cute & Cozy Room - near BART Station,103884979,Rams,,South of Market,37.77628,-122.41507,Hotel room,99.0,1,65,2024-06-21,0.95,15,272,2,License not needed per OSTR,True,99.0,264.0,False,Experienced Host,True,6.0,2024.0,True,Unknown,Eastern
32870699,Condo in Awesome Location-Fisherman's Wharf,64646820,Michelle,,Russian Hill,37.80639,-122.42144,Private room,144.0,2,29,2023-07-06,0.42,36,16,0,License not needed per OSTR,True,72.0,615.0,False,Professional Host,False,7.0,2023.0,True,Unknown,Central
32871760,"Hill Street Home, Sanctuary in Heart of the City",2919348,Zoe,,Mission,37.75581,-122.42293,Entire home,250.0,3,92,2024-06-30,1.37,2,34,5,STR-0004707,True,83.33333333333333,255.0,False,Casual Host,False,6.0,2024.0,True,Licensed,Eastern
32921329,Cozy Place for Young Professional,137211962,Jing,,Inner Sunset,37.76171,-122.47289,Private room,30.0,30,12,2024-09-15,0.18,5,345,2,,True,1.0,178.0,False,Casual Host,True,9.0,2024.0,False,Unknown,Other
32945670,2 Bedroom 1 Bath Located in SOMA/South of Market,13832870,International,,South of Market,37.77977,-122.40113,Entire home,167.0,30,7,2024-11-02,0.11,22,337,2,,True,5.566666666666666,130.0,False,Professional Host,True,11.0,2024.0,False,Unknown,Eastern
32984485,Stunning 1-Bedroom in Soma,7610972,Grettel,,South of Market,37.78372,-122.40657,Entire home,140.0,30,16,2024-08-24,0.23,2,258,2,,True,4.666666666666667,200.0,False,Casual Host,True,8.0,2024.0,False,Unknown,Eastern
33015887,Detached Rear Yard Garden Cottage,46079176,Nick,,Castro/Upper Market,37.76162,-122.42855,Entire home,275.0,2,90,2024-10-25,1.33,1,145,14,STR-0004571,True,137.5,138.0,False,New Host,False,10.0,2024.0,True,Licensed,Other
33017026,City and Nature,110003688,Silvia,,Seacliff,37.78765,-122.48575,Private room,85.0,31,5,2023-10-02,0.08,1,179,0,,True,2.7419354838709675,527.0,False,New Host,False,10.0,2023.0,False,Unknown,Other
33050224,PEACE + LOVE 1 BR apartment in University Mound,248760206,Audrey,,Excelsior,37.72608,-122.42405,Entire home,105.0,1,7,2024-11-29,0.11,1,256,5,2024-004436STR,True,105.0,103.0,False,New Host,True,11.0,2024.0,True,Unknown,Southern
33069292,Hayes Valley-boutique hotel - Civic Center Area,64646820,Michelle,,Downtown/Civic Center,37.77868270874024,-122.42227935791016,Private room,152.0,2,13,2021-12-16,0.19,36,12,0,License not needed per OSTR,True,76.0,1182.0,False,Professional Host,False,12.0,2021.0,True,Unknown,Central
33078270,Cozy Bedroom + Private Bathroom near SFO Airport,248954799,Winnie Sau,,Visitacion Valley,37.71336,-122.40852,Private room,43.0,2,267,2024-11-18,4.08,3,121,52,2022-006102STR,True,21.5,114.0,False,Casual Host,False,11.0,2024.0,True,Unknown,Other
33091231,Fantastic Location in Union Square,64646820,Michelle,,Downtown/Civic Center,37.78705,-122.41077,Private room,155.0,3,16,2022-11-09,0.23,36,3,0,License not needed per OSTR,True,51.666666666666664,854.0,False,Professional Host,False,11.0,2022.0,True,Unknown,Central
33115200,Ashbury Heights 1 BR Garden Apartment,174219801,Michael,,Haight Ashbury,37.76498,-122.44416,Entire home,120.0,30,18,2024-09-28,0.28,1,230,6,,True,4.0,165.0,False,New Host,True,9.0,2024.0,False,Unknown,Other
33172768,Frida Kahlo dormitorio en SF | Valencia + Market,221525713,StellaMaris,,Western Addition,37.77253,-122.4235,Private room,52.0,30,33,2023-05-11,0.5,2,270,0,City registration pending,True,1.7333333333333334,671.0,False,Casual Host,True,5.0,2023.0,False,Pending,Northern
33185972,Great Location-Fisherman's Wharf-2 bedrooms,64646820,Michelle,,Russian Hill,37.80527,-122.42144,Entire home,169.0,2,19,2023-05-04,0.28,36,10,0,License not needed per OSTR,True,84.5,678.0,False,Professional Host,False,5.0,2023.0,True,Unknown,Central
33224082,Warm & cozy sunny room in heart of Mission Dist.,208796981,Clive,,Mission,37.75128,-122.41308,Private room,99.0,1,83,2024-10-09,1.21,3,90,10,2022-006925STR,True,99.0,154.0,False,Casual Host,False,10.0,2024.0,True,Unknown,Eastern
33267971,"Blueground | Hayes Valley, rooftop, w/d, nr bart",107434423,Blueground,,Downtown/Civic Center,37.77479,-122.42057,Entire home,124.0,31,0,,0.0,175,243,0,,True,4.0,,False,Professional Host,True,,,False,Unknown,Central
33268331,"Blueground | Hayes Valley, rooftop, 1 min to bart",107434423,Blueground,,Downtown/Civic Center,37.77479,-122.42057,Entire home,127.0,31,2,2022-01-17,0.04,175,296,0,,True,4.096774193548387,1150.0,False,Professional Host,True,1.0,2022.0,False,Unknown,Central
33269893,"Blueground | Hayes Valley, rooftop, w/d, nr bart",107434423,Blueground,,Downtown/Civic Center,37.774794,-122.420569,Entire home,128.0,31,0,,0.0,175,306,0,,True,4.129032258064516,,False,Professional Host,True,,,False,Unknown,Central
33269979,"Blueground | Hayes Valley, roof, w/d, nr bart",107434423,Blueground,,Downtown/Civic Center,37.77479,-122.42057,Entire home,129.0,31,2,2023-08-15,0.07,175,290,0,,True,4.161290322580645,575.0,False,Professional Host,True,8.0,2023.0,False,Unknown,Central
33271309,2BR/2BA NoPa Sanctuary - Walk Everywhere!,226685582,Dylan & Alex,,Haight Ashbury,37.7746,-122.44983,Entire home,699.0,2,17,2023-05-07,0.25,2,249,0,STR-0003916,True,349.5,675.0,False,Casual Host,True,5.0,2023.0,True,Licensed,Other
33293217,Trinity Place - PARADISE,116932500,Joe C,,South of Market,37.77687,-122.41239,Entire home,101.0,30,0,,0.0,1,364,0,,True,3.3666666666666667,,False,New Host,True,,,False,Unknown,Eastern
33310899,Charming 1 BDRM Unit,2792397,Roby,,Castro/Upper Market,37.76357,-122.42654,Entire home,95.0,30,25,2023-11-03,0.36,1,314,0,City registration pending,True,3.1666666666666665,495.0,False,New Host,True,11.0,2023.0,False,Pending,Other
33311422,Sun-filled top floor apartment with gym/yoga space,5298677,Stewart,,Mission,37.75255,-122.40826,Entire home,322.0,30,33,2024-11-03,0.49,1,364,5,STR-0004061,True,10.733333333333333,129.0,False,New Host,True,11.0,2024.0,False,Licensed,Eastern
33311466,Charming Private BR&BA 1 by GGP and Ocean Beach,172278627,Xinyu,,Golden Gate Park,37.77121,-122.50796,Private room,62.0,1,107,2024-11-20,4.73,6,25,44,City registration pending,True,62.0,112.0,False,Experienced Host,False,11.0,2024.0,True,Pending,Other
33451367,Victorian Excellence !,222767094,Megan,,Haight Ashbury,37.77004,-122.44464,Entire home,299.0,30,2,2019-08-07,0.03,2,365,0,,True,9.966666666666667,2044.0,False,Casual Host,True,8.0,2019.0,False,Unknown,Other
33451620,Central Victorian 1 Bedroom,91333416,Jan,,Haight Ashbury,37.769092,-122.4436069,Entire home,105.0,30,8,2024-10-01,0.2,23,218,1,,True,3.5,162.0,False,Professional Host,True,10.0,2024.0,False,Unknown,Other
33457138,Sparkling Clean w/ Private Bath & Private Entry,694440,Yuca,,Castro/Upper Market,37.76347,-122.44245,Private room,156.0,2,189,2024-10-13,2.74,2,147,18,STR-0000226,True,78.0,150.0,False,Casual Host,False,10.0,2024.0,True,Licensed,Other
33497475,Elegant Victorian room w private bath by Japantown,34390119,Patrick,,Western Addition,37.786383,-122.429061,Private room,135.0,4,40,2023-09-15,1.42,3,31,0,2022-007494STR,True,33.75,544.0,False,Casual Host,False,9.0,2023.0,True,Unknown,Northern
33517793,3-bedroom Luxury Condo with two free valet spots,218110608,Sanana,,Russian Hill,37.80671,-122.42291,Entire home,1300.0,1,105,2024-10-20,1.54,9,259,7,Exempt,True,1300.0,143.0,False,Experienced Host,True,10.0,2024.0,True,Unknown,Central
33534825,Nob Hill Boutique Hotel-Trendy Bar-King Bed,245417224,Stanford Court,,Nob Hill,37.79183,-122.40959,Hotel room,255.0,1,125,2024-10-20,1.84,8,340,6,License not needed per OSTR,True,255.0,143.0,False,Experienced Host,True,10.0,2024.0,True,Unknown,Central
33537651,Nob Hill Boutique Hotel Rm-Courtyard View-2 Qn Bds,245417224,Stanford Court,,Nob Hill,37.79182,-122.40962,Hotel room,302.0,1,16,2022-09-25,0.24,8,341,0,License not needed per OSTR,True,302.0,899.0,False,Experienced Host,True,9.0,2022.0,True,Unknown,Central
33537652,Nob Hill Boutique Hotel-Trendy Bar-King Bed,245417224,Stanford Court,,Nob Hill,37.79183,-122.40959,Hotel room,269.0,1,20,2022-07-23,0.3,8,340,0,License not needed per OSTR,True,269.0,963.0,False,Experienced Host,True,7.0,2022.0,True,Unknown,Central
33537653,Nob Hill Boutique Hotel-SKYLINE VIEW-Studio Suite,245417224,Stanford Court,,Nob Hill,37.79184,-122.40962,Hotel room,346.0,1,1,2019-12-30,0.02,8,340,0,License not needed per OSTR,True,346.0,1899.0,False,Experienced Host,True,12.0,2019.0,True,Unknown,Central
33537657,Nob Hill Boutique Hotel-SPECTACULAR SKYLINE VIEWS!,245417224,Stanford Court,,Nob Hill,37.79183,-122.40963,Hotel room,275.0,1,22,2024-10-30,0.32,8,340,2,License not needed per OSTR,True,275.0,133.0,False,Experienced Host,True,10.0,2024.0,True,Unknown,Central
33537658,Nob Hill Hotel-SPECTACULAR SKYLINE VIEWS of SF!,245417224,Stanford Court,,Nob Hill,37.79183,-122.40961,Hotel room,284.0,1,17,2022-12-05,0.25,8,340,0,License not needed per OSTR,True,284.0,828.0,False,Experienced Host,True,12.0,2022.0,True,Unknown,Central
33537659,Nob Hill Lux Boutique Hotel-Trendy Bar!,245417224,Stanford Court,,Nob Hill,37.79183,-122.40957,Hotel room,264.0,1,29,2021-06-28,0.42,8,340,0,License not needed per OSTR,True,264.0,1353.0,False,Experienced Host,True,6.0,2021.0,True,Unknown,Central
33563347,Nob Hill Lux Boutique Hotel Room-One Queen Bed,245417224,Stanford Court,,Nob Hill,37.79184,-122.40965,Hotel room,243.0,1,75,2022-03-27,1.1,8,340,0,License not needed per OSTR,True,243.0,1081.0,False,Experienced Host,True,3.0,2022.0,True,Unknown,Central
33608274,CentralizedSF: Market+Valencia | Zen Room,221525713,StellaMaris,,Mission,37.7703,-122.42258,Private room,58.0,30,57,2023-07-05,0.83,2,365,0,City registration pending,True,1.9333333333333333,616.0,False,Casual Host,True,7.0,2023.0,False,Pending,Eastern
33644460,Private entrance private room and private bathroom,216480693,Fa,,Outer Sunset,37.74905,-122.47817,Private room,59.0,1,493,2024-11-25,7.15,4,345,72,STR-0004703,True,59.0,107.0,False,Casual Host,True,11.0,2024.0,True,Licensed,Western
33667375,Peaceful Guest Suite in Central Castro With Easy Parking,44934464,Tara,,Castro/Upper Market,37.76183,-122.44209,Private room,143.0,1,602,2024-11-17,8.74,1,65,60,STR-0003810,True,143.0,115.0,False,New Host,False,11.0,2024.0,True,Licensed,Other
33713266,Peaceful City View Retreat!,2146719,Nikki,,Bayview,37.71929,-122.39259,Private room,44.0,30,26,2022-08-22,0.39,8,311,0,City Registration Pending,True,1.4666666666666666,933.0,False,Experienced Host,True,8.0,2022.0,False,Pending,Eastern
33773572,Entire private guest suite in beautiful Bernal.,7556101,James,,Bernal Heights,37.74276,-122.41296,Entire home,150.0,2,327,2024-11-18,4.93,1,66,53,STR-0004218,True,75.0,114.0,False,New Host,False,11.0,2024.0,True,Licensed,Southern
33818649,Luxury Condo in San Francisco. 2/2 w/office,32940115,Steven,,Bayview,37.72836,-122.36766,Entire home,198.0,180,0,,0.0,1,365,0,,True,1.1,,False,New Host,True,,,False,Unknown,Eastern
33859591,"Elegant "" Marina Home ""  1 min from Beach & Palace",1700823,Jennifer,,Marina,37.80404,-122.44597,Entire home,385.0,30,1,2022-09-07,0.04,2,365,0,,True,12.833333333333334,917.0,False,Casual Host,True,9.0,2022.0,False,Unknown,Northern
33935404,1BR Condo Heart of Pac Heights W/D Walk Score 97,97159379,HostWell,,Pacific Heights,37.79285,-122.43445,Entire home,150.0,30,6,2024-06-25,0.09,3,335,1,,True,5.0,260.0,False,Casual Host,True,6.0,2024.0,False,Unknown,Northern
33960503,Lower Pacific Heights Victorian Apartment (1 bd),2208838,Aimee,,Pacific Heights,37.78959,-122.43683,Entire home,115.0,60,6,2023-08-26,0.12,1,232,0,,True,1.9166666666666667,564.0,False,New Host,True,8.0,2023.0,False,Unknown,Northern
33969918,Premium Queen Room B,250109940,Yotel,,Downtown/Civic Center,37.78127,-122.41271,Hotel room,102.0,1,43,2024-09-21,1.27,8,263,3,License not needed per OSTR,True,102.0,172.0,False,Experienced Host,True,9.0,2024.0,True,Unknown,Central
