id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1098099839314871417,SF Stay in Comfort,33508000,Jamie & Lisa,,Nob Hill,37.79001433034162,-122.41296763791941,Entire home/apt,250,3,0,,,2,197,0,Exempt
1098105227725246081,Mid-Century Modern w Roof Deck,13832870,International,,Pacific Heights,37.79318,-122.42514,Entire home/apt,210,30,0,,,22,247,0,
1098223120582164386,San Francisco individual area,563678725,YuWei,,Outer Mission,37.731270838535856,-122.44141030181406,Entire home/apt,99,1,51,2024-11-16,6.14,1,59,51,2023-010752STR
1098637743837436217,San Francisco Central City Chic,9518141,Virginia,,Downtown/Civic Center,37.789263276601,-122.4115117530631,Entire home/apt,,3,0,,,3,0,0,Exempt
1099127850284557689,Urban SF Retreat: Hotel Room with Private Bathroom,542041520,Allen,,Nob Hill,37.7895173380561,-122.42109398884334,Private room,82,2,6,2024-11-01,0.76,266,362,6,Exempt
1099578306656028846,Modern Living apartment,3399200,Vladimir,,Western Addition,37.78392295821867,-122.43539549832339,Entire home/apt,,4,5,2024-11-17,1.69,1,0,5,2024-006422STR
1100036337861679529,Restored Victorian gem cross from Golden Gate Park,545628703,Stanyan Park Hotel,,Haight Ashbury,37.76807,-122.4533,Private room,148,1,53,2024-11-17,6.26,2,93,53,Exempt
1100036338126324070,Elegant Victorian style with evening wine,545628703,Stanyan Park Hotel,,Haight Ashbury,37.76807,-122.4533,Private room,,1,3,2024-07-22,0.38,2,0,3,Exempt
1100130553693127573,Marriott Vacation Club Resort Pulse San Francisco,336576760,Tim,,Russian Hill,37.80478,-122.41709,Private room,,1,1,2024-05-10,0.14,1,81,1,Exempt
1100499948604524665,"Beautiful apartment mins to CPMC, USF, UCSF,Kaiser",384479496,Joanna And Randy,,Inner Richmond,37.78435,-122.4703638,Entire home/apt,156,32,0,,,2,149,0,
1100922386173139110,Comfy Value Lodging @ Union Sq1c,2676835,Resident Cubes,,Chinatown,37.79073,-122.40639,Private room,,1,0,,,25,270,0,Exempt
1101122947517302147,Sunny Furnished room/sink UCSF/USF -SFH,21994,Aaron,,Haight Ashbury,37.764862431867236,-122.45148896834408,Private room,,32,0,,,19,269,0,
1101495515525912139,Golden Gate Getaway,43438895,Sara,,Outer Richmond,37.77493303180818,-122.48177804367305,Entire home/apt,,3,10,2024-10-26,1.11,1,0,10,STR-0006212
1101585464609805674,Spacious and charming 1bd apartment on Ocean Beach,2880714,Nicholas Charney,,Outer Sunset,37.7460651,-122.5073465,Entire home/apt,139,3,37,2024-11-27,5.63,1,51,37,STR-0005796
1102159096730536221,Fully Furnished Rooms Central North Beach,351395739,Tony,,Chinatown,37.79771193020809,-122.40716610726014,Private room,41,30,2,2024-10-01,0.51,41,122,2,
1102213303929744573,Book-filled Writer’s Alcove in the lobby,562404928,Hotel Emblem San Francisco,,Downtown/Civic Center,37.78924,-122.40974,Private room,190,1,36,2024-11-17,4.54,1,110,36,Exempt
1102331205531253836,Mission Studio: Work & Play Cave,192327974,Matthew,,Mission,37.75851679406718,-122.418543148215,Private room,83,30,0,,,1,365,0,
1102388466014002495,Comfortable  Value Lodging @ Union Sq 1d,2676835,Resident Cubes,,Financial District,37.79021,-122.40644,Private room,104,1,0,,,25,270,0,Exempt
1102891463240865735,Welcome perks like waffle robes and flat-screen TV,558264662,The Mosser,,South of Market,37.784902,-122.40516,Private room,81,1,45,2024-11-15,5.11,3,112,45,Exempt
1103827392818395394,Remodeled Pr Lakeside Suite-Urban Nature Galore,564741947,Nelvin,,Lakeshore,37.73525,-122.47561,Entire home/apt,146,2,11,2024-11-13,1.57,1,90,11,2024-001640STR
1104376089654245090,Awesome Safe & Convenient Russian Hill Apartment!,25037624,Avery,,Nob Hill,37.79604088826508,-122.41603735478604,Entire home/apt,175,31,0,,,3,83,0,
1105123788805389301,Charming Apartment with   Roofdeck Views,376574507,Murat,,North Beach,37.80654,-122.41175,Entire home/apt,394,2,5,2024-11-24,0.79,2,235,5,2024-003987STR
1105153786682115396,Gorgeous overlooking Bay-bridge,389033955,Geetika,,South of Market,37.7873470815072,-122.39244063356442,Entire home/apt,207,30,1,2024-10-10,0.54,1,196,1,
1105174619061055529,Lux Suite/Ocean & Park views,34963239,Landy,,Outer Richmond,37.78045,-122.50162,Entire home/apt,136,2,37,2024-11-18,4.20,4,27,37,2022-001242STR
1105469889157206646,Spacious RM with a dedicated WS,562234286,Walker,,South of Market,37.77542,-122.41136,Private room,34,30,1,2024-04-17,0.13,2,270,1,
1105899295088668727,"Elegant 1BR at The Ritz-Carlton, San Francisco",548434802,Christian Lester,,Financial District,37.78915,-122.40198,Entire home/apt,793,3,0,,,3,121,0,Exempt
1105908828823516274,"Luxury 2BR Getaway at The Ritz-Carlton, SFO",548434802,Christian Lester,,Financial District,37.78929,-122.4033,Entire home/apt,866,3,1,2024-03-20,0.12,3,120,1,Exempt
1105918193773109666,"Cozy 3BR Home at The Ritz-Carlton, San Francisco",548434802,Christian Lester,,Financial District,37.78781283000281,-122.40277679920028,Entire home/apt,840,3,0,,,3,86,0,Exempt
1105980075182176615,"2 beds, plus s’mores kits, fridge & microwave",545642415,Hotel Zephyr San Francisco,,North Beach,37.8076,-122.41317,Private room,157,1,1,2024-10-26,0.75,1,111,1,Exempt
1106894077323656368,Private room close to Muni,82999389,Serena,,Bayview,37.73456214652021,-122.3910664891618,Private room,39,30,0,,,3,269,0,
1107278413737923667,Sunset 3 BR with Parking,543748196,Queens Canyon,,Outer Mission,37.72415504750543,-122.43923750877275,Entire home/apt,177,2,33,2024-11-04,3.69,2,259,33,STR-0005628
1107384550871979597,"Quiet Urban Oasis w/ Private Entrance, Backyard",497441396,Hui,,Presidio Heights,37.783935734984155,-122.45335978986434,Entire home/apt,220,2,23,2024-11-20,2.67,2,244,23,2024-001250STR
1107389591801685262,Luxurious 4BD/2BA Haven in Noe Valley!,450802168,Isabella,,Bernal Heights,37.7417911,-122.4233063,Entire home/apt,299,30,0,,,14,365,0,
1107441178250348939,Cozy house with own bath.near Golden Gate PK 5A2,9219277,Henry,,Outer Sunset,37.75836,-122.48388,Private room,50,30,1,2024-08-03,0.24,14,244,1,
1107532643558075716,Comfy Value Lodging @ Union Sq 1F,2676835,Resident Cubes,,Financial District,37.78963389346149,-122.40686147435507,Private room,104,1,1,2024-03-30,0.12,25,270,1,Exempt
1107542903743221094,Comfy Value Lodging@ Union Sq  8b,2676835,Resident Cubes,,Financial District,37.78945238724734,-122.40673777521337,Private room,105,1,4,2024-11-16,0.53,25,270,4,Exempt
1107796128282840851,"Blueground | Rincon Hill, movies & pool, nr dining",107434423,Blueground,,South of Market,37.7873984,-122.3923904,Entire home/apt,216,31,0,,,175,80,0,
1108091761465812573,Mono Queen,564338593,Axiom Hotel,,Downtown/Civic Center,37.7849,-122.4082342,Private room,,1,1,2024-06-03,0.16,2,0,1,Exempt
1108091761531965678,Nano Queen,564338593,Axiom Hotel,,Downtown/Civic Center,37.7849,-122.4082342,Private room,,1,2,2023-08-12,0.07,2,0,0,Exempt
1109702605063968621,Comfy Value Lodging @Union Sq 1GG,2676835,Resident Cubes,,Chinatown,37.791440601133615,-122.4066115209532,Private room,,1,0,,,25,270,0,Exempt
1110188395413595518,Private Room #14 in Tech Co-living,469712552,Mission Dolores Manor,,Mission,37.76102360014311,-122.41770096868991,Private room,102,7,0,,,18,269,0,Exempt
1110278082904116293,NOPA Home with beautiful view,450765852,Ariel,,Haight Ashbury,37.77306,-122.43959,Entire home/apt,395,30,1,2024-10-01,0.46,13,269,1,
1110353824958650843,Yellow Room in Liberty Hill Victorian,46107941,Robert,,Mission,37.7566368,-122.4228241,Private room,177,2,6,2024-10-18,1.08,6,250,6,2024-004175STR
1110849551263993639,Downtown luxury near historic Union Square,564302587,Hotel Nikko,,Downtown/Civic Center,37.785979,-122.409172,Private room,,1,0,,,3,107,0,Exempt
1110849551461815835,"Sleek, classic rooms in heart of SF",564302587,Hotel Nikko,,Downtown/Civic Center,37.785979,-122.409172,Private room,,1,1,2024-06-30,0.19,3,103,1,Exempt
1110849756171153528,Subtle sophistication & sweeping city views,564302587,Hotel Nikko,,Downtown/Civic Center,37.785979,-122.409172,Private room,,1,1,2024-05-25,0.15,3,108,1,Exempt
1110985533701736598,"Bright 2Bd Ocean Views. Near GGP, Lands End, Beach",480008999,Dylan,,Outer Richmond,37.77497,-122.50392,Entire home/apt,,2,20,2024-10-20,2.65,1,20,20,2024-002116STR
1110988376733969410,Garden Apartment in Cow Hollow,190781435,Jenna,,Marina,37.7962136,-122.436793,Entire home/apt,275,30,2,2024-09-24,0.49,1,204,2,
1111170598812433492,Historic & Charming Victorian Home | Sleeps 11,481336222,Czerelle,,Haight Ashbury,37.77139331228982,-122.44133096134145,Entire home/apt,1100,3,17,2024-11-22,2.11,5,119,17,STR-0006077
1111477772896312796,"1-Br w A/C, rooftop deck, parking avail",1257432,San Francisco Life,,Mission,37.76779,-122.42005,Entire home/apt,110,30,3,2024-10-23,0.47,29,250,3,
1111729613844908227,San Francisco Retreat w/ Lovely Yard & BBQ Grill!,126644773,Evolve,,Excelsior,37.73157,-122.42581,Entire home/apt,173,2,6,2024-10-31,0.96,12,327,6,STR-0004690
1111918518315068227,Cozy Mission Home with Speakeasy,196398,Josh,,Mission,37.758937,-122.408496,Entire home/apt,,30,0,,,1,0,0,
1112675791440182285,Modern Home with Scenic Views in Mission Dolores,249232,Sanjay,,Castro/Upper Market,37.75739987522925,-122.42825929466048,Entire home/apt,449,2,18,2024-11-30,3.31,1,67,18,2024-003506STR
1113054655057737147,Cole Valley Gem,13363753,Brittany,,Haight Ashbury,37.76612949407547,-122.44824367434215,Entire home/apt,,2,6,2024-08-18,0.70,1,0,6,2024-002424STR
1113074209557007508,Restless City | Cable Cars Tours. Historic Sites,566895267,Stanford Court San Francisco,,Nob Hill,37.79232,-122.41001,Private room,158,1,70,2024-11-29,12.21,8,340,70,Exempt
1113078380114093137,City By The Bay Journey| Museums. Library,566895267,Stanford Court San Francisco,,Nob Hill,37.7929635713372,-122.41038216240858,Private room,171,1,11,2024-11-11,1.84,8,340,11,Exempt
1113081474215600096,Stylish Stay | Cable Cars Tours. Restaurant,566895267,Stanford Court San Francisco,,Chinatown,37.792583738446204,-122.40848324655862,Private room,196,1,17,2024-11-01,2.55,8,341,17,Exempt
1113082865356233264,Artsy Journey | Museums. Local Art Gallery,566895267,Stanford Court San Francisco,,Chinatown,37.79091,-122.4088,Private room,179,1,0,,,8,340,0,Exempt
1113813784114484469,"Holiday By-the-Bay 
Marina SF",567386118,Paula,,Marina,37.804656224479885,-122.43577095101267,Entire home/apt,296,3,17,2024-11-18,2.82,1,126,17,2024-002758STR
1113976984240410064,Colorful room with a private bath,567425287,Joyce,,South of Market,37.77969803875555,-122.39702298766207,Private room,99,5,24,2024-11-10,2.87,1,33,24,2024-002334STR
1114681822423881272,Charming Home in Pacific Heights,163339428,Jenny,,Pacific Heights,37.79103216259279,-122.42297606781347,Private room,,4,0,,,4,257,0,STR-0002626
1114803015673249055,"Cozy room close S.F state,S.Town",556570328,Linda,,Ocean View,37.71717,-122.46917,Private room,60,2,15,2024-09-18,1.74,1,269,15,2024-000312STR
1115294708818351818,Spacious 2-bed setup with Bay or Main Post views,566546120,Lodge At The Presidio,,Presidio,37.8017734,-122.4582374,Private room,491,1,0,,,9,21,0,Exempt
1115294708874141373,ADA 2-queen with Presidio or Bay views,566546120,Lodge At The Presidio,,Presidio,37.8017734,-122.4582374,Private room,491,1,0,,,9,16,0,Exempt
1115294999347141062,Restful haven with classic décor & sweet views,566546120,Lodge At The Presidio,,Presidio,37.8017734,-122.4582374,Private room,491,1,0,,,9,33,0,Exempt
1115295005402778927,Multiple windows & large living area,566546120,Lodge At The Presidio,,Presidio,37.8017734,-122.4582374,Private room,561,1,0,,,9,30,0,Exempt
1115295175355644481,ADA suite with king and pull-out sofa (views too!),566546120,Lodge At The Presidio,,Presidio,37.8017734,-122.4582374,Private room,561,1,0,,,9,22,0,Exempt
1115295178231388021,"Classic wool blanket, desk & lounge chair",566546120,Lodge At The Presidio,,Presidio,37.8017734,-122.4582374,Private room,446,1,0,,,9,33,0,Exempt
1115295350589977781,Light-filled escape with in-room coffee,566546120,Lodge At The Presidio,,Presidio,37.8017734,-122.4582374,Private room,371,1,0,,,9,27,0,Exempt
1115295351591154609,Sleeping/living combo in historic former barracks,566546120,Lodge At The Presidio,,Presidio,37.8017734,-122.4582374,Private room,746,1,0,,,9,22,0,Exempt
1115295543712388566,Stunning Bay and Golden Gate views,566546120,Lodge At The Presidio,,Presidio,37.8017734,-122.4582374,Private room,561,1,0,,,9,33,0,Exempt
1115308140131907787,"Brand-new & Modern Private Flat, Close to Transit",567750942,Jay Jay,,Parkside,37.738535672446694,-122.48313957503633,Entire home/apt,114,2,38,2024-11-23,5.21,2,11,38,2023-006910STR
1115432169732082581,Third Floor 3 Bed Private Flat,567788809,Jennifer,,Inner Richmond,37.78235,-122.47005,Entire home/apt,289,1,20,2024-11-30,3.37,2,211,20,2024-003379STR
1115570481117389967,New remodel 1b1b sunset area suite near beach GGP,567819932,Dehuan,,Outer Sunset,37.75526,-122.50328,Private room,95,2,28,2024-11-17,3.94,1,71,28,2024-002427STR
1115819746880522672,Comfy Value Lodgings @Union Sq 1G1 w Cancel Refund,2676835,Resident Cubes,,Financial District,37.78958292635906,-122.40526259585855,Private room,104,1,4,2024-11-14,0.54,25,265,4,Exempt
1116267962756053876,Dogpatch Digs Guest Suite,1498483,Jared & Katherine,,Potrero Hill,37.75923909999999,-122.3896364,Entire home/apt,205,2,4,2024-11-24,1.14,1,252,4,2024-002421STR
1116773805926151337,San Francisco Home ~ 1 Mi to Golden Gate Park!,126644773,Evolve,,Outer Sunset,37.74891637931682,-122.48997625436986,Entire home/apt,178,2,20,2024-11-01,2.45,12,279,20,STR-0002080
1116812632361845785,Spot-on location for classic San Fran must-do’s,548734086,King George Hotel,,Downtown/Civic Center,37.786764,-122.409433,Private room,90,1,311,2024-12-02,37.17,1,113,311,Exempt
1116820035062243822,Historic classic on the Embarcadero waterfront,548735867,Hotel Griffon,,Financial District,37.792765,-122.392204,Private room,,1,9,2024-05-25,1.06,1,0,9,Exempt
1116820822598935429,Cozy residential vibe near the biggies,548744257,Inn At Union Square,,Downtown/Civic Center,37.788369,-122.409147,Private room,,1,0,,,1,113,0,Exempt
1117627691106166233,"Spacious 3 Bedroom w Rooftop Deck, A/C, work desks",1257432,San Francisco Life,,Mission,37.767787036967455,-122.41878582481831,Entire home/apt,160,30,1,2024-09-30,0.45,29,232,1,
1117815183037731275,"Modern Coastal Simplicity-Walk to Beach, Park",568338509,Jie,,Outer Sunset,37.76274442982475,-122.50567911664821,Entire home/apt,175,2,43,2024-11-30,5.31,1,243,43,2024-002518STR
1118035104898731637,Methodist loft-style Condo,568378303,Yabin,,Downtown/Civic Center,37.7808814,-122.4132786,Entire home/apt,92,30,0,,,1,358,0,
1119506029698417517,Centrally located SF garden studio w/ free parking,21344815,Hayley,,Bernal Heights,37.74051,-122.41676,Entire home/apt,135,3,19,2024-11-11,2.29,1,27,19,2024-002985STR
1119519275542668996,Charming one bedroom,694377,Beatrice,,Nob Hill,37.79384,-122.41261,Entire home/apt,90,30,1,2024-08-10,0.26,18,270,1,
1119829271309237341,Spacious House in Center of SF,6911265,Kevin,,Inner Richmond,37.780287156522945,-122.45582543197239,Entire home/apt,325,2,5,2024-09-29,0.87,1,249,5,2024-003953STR
1119857357182106229,"Spacious, romantic sky loft, Cal king bed, more",9194713,Lance,,Visitacion Valley,37.717401888584604,-122.40432546879516,Entire home/apt,140,1,16,2024-11-20,2.09,8,26,16,STR-0005709
1120297211167639367,Sunny City View Home With Deck,10695588,Chung Jung,,Castro/Upper Market,37.75744956289165,-122.43710495531559,Entire home/apt,225,30,2,2024-11-16,0.36,1,263,2,
1120373765815660292,1 Bed 1 Bath Flat at M1875,445697747,Tim,,Mission,37.767959149148155,-122.41911353385733,Entire home/apt,361,30,0,,,6,339,0,
1120402973409247579,Amazing San Francisco Flat!,9632192,Susan,,Western Addition,37.77331,-122.42398,Entire home/apt,185,5,0,,,8,222,0,2023-010757STR
1120966016205538943,Rooms with Private Bathrooms,351395739,Tony,,Downtown/Civic Center,37.777394201670205,-122.41912642093887,Private room,45,30,2,2024-08-21,0.38,41,254,2,
1121053426626307188,Charming & Private One Bedroom Ensuite,6672380,James,,Inner Richmond,37.78676,-122.47804,Entire home/apt,210,3,28,2024-11-24,3.35,1,192,28,2024-002635STR
1121120022243975184,Spacious Ocean Beach Apartment,5020091,Nicholas,,Outer Richmond,37.775529919144304,-122.50903916764697,Entire home/apt,124,30,0,,,1,187,0,
1121255414168186318,Parkside Chic: Urban Comfort,569143076,Gary,,Parkside,37.74052,-122.48192,Entire home/apt,331,2,34,2024-11-28,4.95,1,63,34,2024-000898str
1121359006172499310,Newly Renovated 3 BR/2BA Victorian House,49677849,Wook,,Western Addition,37.78638385878479,-122.44177023489937,Entire home/apt,523,2,17,2024-11-17,2.93,1,41,17,2024-005331STR
1121406250939557054,EasyParking | MinsToSF | LovelyBackyard | BayView,538441356,Ruijia,,Outer Mission,37.70886,-122.45489,Entire home/apt,379,2,43,2024-11-18,5.71,1,23,43,
1121731358294301529,Canterbury 1 Bedroom,566522807,Emily,,Downtown/Civic Center,37.78938,-122.41309,Entire home/apt,336,2,0,,,6,40,0,Exempt
1121792663962484194,Bohemian Oasis: Lower Haight Haven near Alamo Sq,2060012,Ari,,Western Addition,37.77253,-122.42911,Private room,60,30,0,,,33,174,0,
1121825200863451266,Historic Victorian in the Yerba Buena neighborhood,558264662,The Mosser,,South of Market,37.784902,-122.40516,Private room,107,1,0,,,3,107,0,Exempt
1121825337931690168,"Once The Keystone, hosting guests for 100+ years",558264662,The Mosser,,South of Market,37.784902,-122.40516,Private room,,1,0,,,3,0,0,Exempt
1122099274643374155,(FREE EV. Charger) Beautiful Home 4 Bd. 2 Ba. SF.,45304862,Edward,,Outer Sunset,37.7474287,-122.4822149,Entire home/apt,466,3,3,2024-11-30,1.36,1,178,3,2024-003146STR
1122455281855134249,Well-placed in the picturesque Marina District,563629544,Cow Hollow Inn,,Marina,37.79972,-122.43743,Private room,147,1,0,,,5,118,0,Exempt
1122455354437585151,Near public transit for seeing the sights,563629544,Cow Hollow Inn,,Marina,37.79972,-122.43743,Private room,187,1,0,,,5,147,0,Exempt
1122455427307142091,Laid-back stay in quaint Cow Hollow,563629544,Cow Hollow Inn,,Marina,37.79972,-122.43743,Private room,132,1,0,,,5,96,0,Exempt
1122455469003308471,Easily strollable to dining and shops,563629544,Cow Hollow Inn,,Marina,37.79972,-122.43743,Private room,147,1,0,,,5,134,0,Exempt
1122583403440546021,Cali-king bed and courtyard or streetside views,567953938,Executive Hotel Vintage Court,,Chinatown,37.790397,-122.408138,Private room,85,1,6,2024-07-27,0.81,2,86,6,Exempt
1122583601240894624,"Pillowtop bed, luxe robe and rain shower",567953938,Executive Hotel Vintage Court,,Chinatown,37.790397,-122.408138,Private room,85,1,48,2024-11-01,7.54,2,83,48,Exempt
1122801715603413814,Historic Horse Stable with Modern Updates,5977527,Emily,,Bernal Heights,37.74655810502112,-122.41115626942744,Entire home/apt,375,3,9,2024-09-01,1.32,1,22,9,2024-002762STR
1123402670568038006,Reno’d 1908 gem with courtyard & outdoor pool,545779324,Handlery Union Square Hotel,,Downtown/Civic Center,37.78733,-122.40902,Private room,106,1,2,2024-11-11,0.30,1,102,2,Exempt
1123404164127010385,Spot-on Union Square location and freebie WiFi,555745245,Hotel Abri,,Downtown/Civic Center,37.785329,-122.408486,Private room,,1,3,2024-10-30,0.44,1,0,3,Exempt
1123443384344671056,3 bed apartment in Noe Valley,345939729,Tom,,Noe Valley,37.75306379797232,-122.43218852808609,Entire home/apt,,30,0,,,1,0,0,
1123974988019861594,Russian Hill Residence,44378571,Jane,,Russian Hill,37.800134,-122.4185327,Entire home/apt,,90,0,,,2,27,0,
1124869534504407724,Simple setup with in-room mini-fridge & microwave,563575031,Castle Inn,,Nob Hill,37.7956502,-122.4227047,Private room,,1,0,,,2,33,0,Exempt
1124869534527301139,All the essentials plus free parking(!),563575031,Castle Inn,,Nob Hill,37.7956502,-122.4227047,Private room,83,1,3,2024-11-06,0.58,2,38,3,Exempt
1124871792836247465,"Next to the quiet, scenic Sutro Heights Park",565729915,Seal Rock Inn San Francisco,,Outer Richmond,37.7795829,-122.5092287,Private room,236,1,0,,,1,87,0,Exempt
1125771416736374807,"Big Sky Loft w/Hot Tub, King Beds & Movie Theater",9194713,Lance,,Visitacion Valley,37.71904,-122.40331,Entire home/apt,613,2,0,,,8,323,0,STR-0005709
1126021462324841333,Top of SF  Home with Panoramic Views,32585432,Sarah,,Twin Peaks,37.75685,-122.4512,Private room,626,3,13,2024-11-12,1.92,3,157,13,2024-002766STR
1126077092375338850,Vibrant Suite with Stunning Views of SF,32585432,Sarah,,Twin Peaks,37.75703,-122.45256,Private room,308,3,1,2024-05-08,0.14,3,76,1,2024-002766STR
1126080766377934819,Spacious Suite with Terrace & Panoramic View of SF,32585432,Sarah,,Twin Peaks,37.75677861537697,-122.45259726822054,Private room,300,3,0,,,3,76,0,2024-002766STR
1126280190990324905,Spa-like en suite is all yours!,307965,Sian,,Noe Valley,37.74592898061392,-122.42647129126523,Private room,99,2,48,2024-11-25,6.03,1,158,48,2024-002947STR
1126282758455541744,"Where Union Sq, Financial Dist & Chinatown meet",561835924,Hotel Triton,,Financial District,37.790324,-122.405388,Private room,,1,1,2024-06-16,0.17,3,90,1,Exempt
1126282762827671321,Comfy work area with natural light & outdoor patio,561835924,Hotel Triton,,Financial District,37.790324,-122.405388,Private room,,1,0,,,3,75,0,Exempt
1126282914375347129,Living room lobby art tells a story of global trav,561835924,Hotel Triton,,Financial District,37.790324,-122.405388,Private room,,1,0,,,3,75,0,Exempt
1126594001927525975,Comfortable Value Lodgings @ Union Sq SF 1G,2676835,Resident Cubes,,Financial District,37.79015,-122.40561,Private room,104,1,7,2024-08-19,0.87,25,270,7,Exempt
1127004292751706438,Luxury Studio - Downtown SF,59384912,Chioma,,Downtown/Civic Center,37.78402031822892,-122.40926918861058,Entire home/apt,160,30,0,,,2,260,0,
1127066223842700403,Charming Home & Stunning Views,53300504,Ammar,,Diamond Heights,37.74033339666183,-122.43730118648661,Entire home/apt,250,3,1,2024-07-08,0.20,1,20,1,2024-003080STR
1127180307634019110,Private Garden Apt in the Heart of SF,2555455,Max,,Castro/Upper Market,37.76513544656741,-122.43667396112325,Entire home/apt,110,31,2,2024-09-03,0.46,2,198,2,
1127338448162085692,San Francisco  Chinatown,53885733,Kitty,,Chinatown,37.7933,-122.40751,Private room,,365,0,,,1,269,0,
1127567895385750080,2- Bdr Apt in SoMa! Free Parking,570590488,Stefan Parris,,South of Market,37.78038,-122.4121,Entire home/apt,180,30,1,2024-05-30,0.16,1,127,1,
1127747020848806054,Comfy Value Lodging @ Union SF 1H,2676835,Resident Cubes,,Chinatown,37.79087,-122.40557,Private room,104,1,0,,,25,262,0,Exempt
1128096927840820211,Comfy Value Lodging @ Union Sq 1i,2676835,Resident Cubes,,Financial District,37.789370799940016,-122.4061535139391,Private room,104,1,0,,,25,270,0,Exempt
1128232550240996953,Master Suite + Private Bath + Rooftop Oasis,2060012,Ari,,Mission,37.75048209875331,-122.4171100440489,Private room,91,30,1,2024-05-24,0.15,33,258,1,
1128398972225090441,City Chic King Studio One Block From Union Square,570756010,Jenna,,Downtown/Civic Center,37.78888782388859,-122.40946395580995,Entire home/apt,165,2,5,2024-10-23,1.18,1,84,5,Exempt
1128409794397871465,"Jacuzzi Getaway, Beach, Lake, Shopping w/view",466597253,Kelli,,Ocean View,37.7151095,-122.46823,Entire home/apt,122,1,36,2024-11-23,5.05,1,147,36,2024-003185STR
1128436391247235163,Spacious 1 bedroom,156102468,Nanthana,,Excelsior,37.72572,-122.43302,Entire home/apt,119,2,0,,,3,180,0,2024-003108STR
1128479033220002964,Spacious family friendly home,13527982,Jacob,,Inner Richmond,37.778737078250046,-122.44969425950978,Entire home/apt,440,30,0,,,1,269,0,
1129984019874568407,New Renovated 2BR in the Mission,3119013,Mark,,Mission,37.74897778558141,-122.41111858132446,Entire home/apt,229,14,9,2024-10-20,1.19,1,345,9,2023-005976STR
1130369504534544316,Upscale Cityscape View Suites in the Heart of SF!,501999278,RoomPicks,,Downtown/Civic Center,37.78601,-122.4093,Hotel room,,1,2,2024-09-30,0.56,37,271,2,Exempt
1130369733670711238,"Deluxe King Bed, Hotel Nikko SF w/ Valet Parking",501999278,RoomPicks,,Downtown/Civic Center,37.78601,-122.4093,Hotel room,261,1,0,,,37,332,0,Exempt
1130369734965797223,Chic Asian-inspired Ambiance in Union Square!,501999278,RoomPicks,,Downtown/Civic Center,37.78601,-122.4093,Hotel room,326,1,2,2024-09-27,0.47,37,331,2,Exempt
1130381507335846785,SF’s Union Square Hotel with On-site Restaurant,501999278,RoomPicks,,Downtown/Civic Center,37.78601,-122.4093,Hotel room,233,1,1,2024-09-29,0.45,37,281,1,Exempt
1130381517453346961,"Central Location, Petite One Queen, Hotel Nikko",501999278,RoomPicks,,Downtown/Civic Center,37.78601,-122.4093,Hotel room,233,1,0,,,37,284,0,Exempt
1130450880522085902,Charming Two Bedroom In The Heart of Noe Valley,570454103,Toni,,Noe Valley,37.751519325000395,-122.43661786047082,Entire home/apt,,30,1,2024-05-31,0.16,1,10,1,
1130604097691664342,Sunny and cozy spacious room,156102468,Nanthana,,Excelsior,37.72738,-122.43243,Private room,69,2,2,2024-08-30,0.31,3,180,2,2024-003108STR
1130724542234160562,The Crown Jewel Suite 3,986510,Eric,,Russian Hill,37.80038,-122.41514,Private room,165,1,13,2024-11-22,1.86,3,244,13,STR-0006140
1130865946153741905,Popular Affordable Swank Hotel @ Union square,2676835,Resident Cubes,,Chinatown,37.79072,-122.40614,Private room,,1,0,,,25,0,0,Exempt
1131062753165188165,Private room next to San Francisco's City Hall,22254869,Juan,,Downtown/Civic Center,37.7775208,-122.4194604,Private room,88,30,0,,,3,203,0,
1131156806833505548,The Crown Jewel Suite 2,986510,Eric,,Russian Hill,37.80025332513615,-122.41621871056557,Private room,190,1,21,2024-11-22,3.52,3,232,21,STR-0006140
1131162966954452448,Shared room next San Francisco's City Hall,22254869,Juan,,Downtown/Civic Center,37.7775208,-122.4194604,Shared room,44,30,0,,,3,174,0,
1131256550012467387,Relaxing space in Mission Bay,481168840,Kristina,,South of Market,37.772591516487914,-122.39338111904905,Entire home/apt,312,30,0,,,1,183,0,
1131324105260725144,Charming and natural bright Room #3,56750509,Chau,,Bayview,37.728552073012295,-122.39073808945331,Shared room,58,30,0,,,2,269,0,
1131393961109681229,Beautiful 5 bedroom SF house. Close to everything,210210810,Joe,,Haight Ashbury,37.771625293388446,-122.43757503810295,Entire home/apt,368,1,20,2024-11-15,3.09,1,137,20,2024-003145STR
1131473027888978717,Cozy Hilltop California Bungalow Retreat,46968764,John,,Noe Valley,37.756292814162286,-122.43005134032259,Entire home/apt,350,5,5,2024-09-22,0.74,1,9,5,2024-003186STR
1131578471073673286,2 Spacious Penthouse Suite w/ Living Area,468914943,RoomPicks,,Financial District,37.79261,-122.39216,Entire home/apt,2119,1,0,,,8,0,0,Exempt
1131578965856984508,Near Union Square | 3 Family Suite w/ Living Area,468914943,RoomPicks,,Financial District,37.79261,-122.39216,Entire home/apt,2447,1,0,,,8,0,0,Exempt
1131579116687634497,"Harbor View Hotel Beside | Family Stay, 4 Rooms",468914943,RoomPicks,,Financial District,37.79261,-122.39216,Entire home/apt,3262,1,0,,,8,0,0,Exempt
